TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	30021	ACSE	2001	A	LEC	R	1805	2055	108
Fall	30022	ACSE	2001	A1E	PAN	T	1805	2055	96
Fall	30023	ACSE	3105	A	LEC	W	1805	2055	154
Fall	30024	ACSE	3105	A1E	LAB	W	1435	1725	58
Fall	30025	ACSE	3105	A2E	LAB	W	835	1125	34
Fall	30026	ACSE	3105	A3E	LAB	F	1435	1725	42
Fall	30027	ACSE	3105	A4E	LAB				
Fall	30028	ACSE	3201	A	LEC	TR	1005	1125	66
Fall	30029	ACSE	3201	A1O	LAB	F	1435	1725	120
Fall	30030	ACSE	3201	A2O	LAB				
Fall	30031	ACSE	3207	A	LEC	M	1435	1725	75
Fall	30032	ACSE	3207	A1	LAB	R	1435	1725	35
Fall	30033	ACSE	3207	A2	LAB	F	1135	1425	36
Fall	30034	ACSE	3207	A3	LAB	F	1435	1725	36
Winter	10018	ACSE	3209	A	LEC	T	1135	1425	76
Winter	10019	ACSE	3209	B	LEC	R	1805	2055	96
Winter	10020	ACSE	3209	L1O	PAN	W	835	1125	30
Winter	10021	ACSE	3209	L2O	PAN	W	1435	1725	30
Winter	10022	ACSE	3209	L3O	PAN	R	1135	1425	30
Winter	10023	ACSE	3209	L4O	PAN	F	1135	1425	30
Winter	10024	ACSE	3209	L5O	PAN	R	1435	1725	30
Winter	10025	ACSE	3209	L6O	PAN	W	1135	1425	30
Fall	30035	ACSE	4101	A	LEC	MW	1605	1725	42
Fall	30036	ACSE	4101	A1O	TUT	R	1135	1425	35
Winter	10026	ACSE	4106	A	LEC	T	1435	1725	78
Winter	10027	ACSE	4106	A1E	LAB	R	835	1125	30
Winter	10028	ACSE	4106	A2E	LAB	F	1135	1425	30
Winter	10029	ACSE	4106	A3E	LAB	R	1435	1725	31
Fall	30037	ACSE	4107	A	LEC	F	1135	1425	51
Fall	30039	ACSE	4107	A1	PAN	M	1305	1425	57
Fall	30038	ACSE	4107	A2	PAN	R	1005	1125	40
Winter	10030	ACSE	4601	A	LEC	W	835	1125	56
Winter	10031	ACSE	4601	A1	LAB	W	1135	1425	35
Winter	10032	ACSE	4601	A2	LAB	W	1435	1725	35
Winter	10033	ACSE	4601	A3	LAB	R	1135	1425	34
Fall	30040	ACSE	4918	A	LEC	R	1605	1755	204
Winter	10034	ACSE	4918	A	LEC	R	1605	1755	204
Fall	30041	ACSE	4918	A1	PAN	M	835	1125	133
Winter	10035	ACSE	4918	A1	PAN	M	835	1125	133
Fall	30042	AERO	2001	A	LEC	WF	835	925	134
Winter	10036	AERO	2001	B	LEC	TR	1135	1225	96
Winter	10037	AERO	2001	C	LEC	WF	1335	1425	96
Winter	10038	AERO	2001	D	LEC	TR	1635	1725	98
Fall	30043	AERO	2001	L1	LAB	TR	1805	1955	56
Winter	10039	AERO	2001	L1	LAB	MW	2005	2155	56
Fall	30044	AERO	2001	L2	LAB	MW	1805	1955	56
Winter	10040	AERO	2001	L2	LAB	TR	1905	2055	56
Winter	10041	AERO	3002	A	LEC	WF	835	955	98
Winter	10042	AERO	3002	B	LEC	TR	1435	1555	92
Winter	10043	AERO	3002	L1	LAB	R	835	1125	56
Winter	10044	AERO	3002	L2	LAB	M	1435	1725	56
Winter	10045	AERO	3002	L3	LAB	F	1435	1725	56
Winter	10046	AERO	3002	L4	LAB	T	835	1125	56
Winter	10047	AERO	3101	A	LEC	TR	1605	1725	42
Winter	10048	AERO	3101	A1	TUT	R	1005	1125	34
Fall	30045	AERO	3240	A	LEC	MW	1305	1425	78
Fall	30046	AERO	3240	A1	TUT	M	1135	1225	96
Fall	30047	AERO	3700	A	LEC	TR	1135	1255	102
Fall	30048	AERO	3700	A1	TUT	W	1035	1125	96
Winter	10049	AERO	3841	A	LEC	TR	1605	1725	102
Winter	10050	AERO	3841	L1	LAB	M	1135	1425	40
Winter	10051	AERO	3841	L2	LAB	T	835	1125	35
Fall	30049	AERO	4003	A	LEC	WF	1135	1255	79
Fall	30050	AERO	4003	L1	LAB	W	1435	1725	40
Fall	30051	AERO	4003	L2	LAB	R	1135	1425	57
Winter	10052	AERO	4009	A	LEC	T	1805	2055	40
Winter	10053	AERO	4300	A	LEC	TR	1135	1255	56
Fall	30052	AERO	4302	A	LEC	TR	835	955	51
Fall	30053	AERO	4302	L1	PAN	M	1535	1725	52
Winter	10054	AERO	4304	A	LEC	TR	1305	1425	40
Fall	30054	AERO	4306	A	LEC	TR	1435	1555	54
Winter	10055	AERO	4308	A	LEC	MW	1135	1255	52
Winter	10056	AERO	4402	A	LEC	R	1805	2055	9000
Winter	10057	AERO	4442	A	LEC	WF	1435	1555	79
Fall	30055	AERO	4446	A	LEC	TR	1435	1555	66
Winter	10058	AERO	4504	A	LEC	MW	1435	1555	51
Fall	30056	AERO	4540	A	LEC	TR	835	955	52
Winter	10059	AERO	4602	A	LEC	TR	1435	1555	52
Fall	30057	AERO	4608	A	LEC	TR	1005	1125	40
Fall	30058	AERO	4842	A	LEC	TR	1605	1725	102
Fall	30059	AFRI	1001	A	LEC	F	1135	1425	148
Fall	30060	AFRI	1001	A01	GRP	F	1435	1525	42
Fall	30061	AFRI	1001	A02	GRP	F	1535	1625	29
Fall	30062	AFRI	1001	A03	GRP	F	1435	1525	25
Fall	30063	AFRI	1001	A04	GRP				
Fall	30064	AFRI	1001	A05	GRP				
Fall	30065	AFRI	1001	A06	GRP	F	1535	1625	25
Winter	10060	AFRI	1002	A	LEC	M	1435	1625	148
Winter	10061	AFRI	1002	A01	GRP	M	1635	1725	58
Winter	10062	AFRI	1002	A02	GRP	M	1705	1755	76
Winter	10063	AFRI	1002	A03	GRP	M	1635	1725	56
Winter	10064	AFRI	1002	A04	GRP				
Winter	10065	AFRI	1002	A05	GRP				
Winter	10066	AFRI	1002	A06	GRP				
Winter	10067	AFRI	2002	A	LEC	T	1435	1725	48
Fall	30066	AFRI	2003	A	LEC	M	1435	1725	58
Fall	30067	AFRI	3001	A	LEC	T	1135	1425	18
Winter	10068	AFRI	3003	A	LEC	M	1135	1425	20
Fall	30068	AFRI	3005	A	LEC	R	1135	1425	58
Winter	10069	AFRI	3007	H	LEC	R	1435	1725	54
Winter	10070	AFRI	3609	B	LEC	R	1235	1425	40
Winter	10071	AFRI	3609	BF	FLM	R	1435	1625	9000
Fall	30069	AFRI	3900	F	PLA				
Winter	10072	AFRI	3900	W	PLA				
Winter	10073	AFRI	4000	A	SEM	W	1435	1725	57
Fall	30070	AFRI	4003	A	SEM				
Winter	15467	AFRI	4003	A	SEM	T	835	1125	50
Fall	30071	AFRI	4050	F	SEM	T	1435	1725	9000
Fall	30077	ALDS	1001	A	LEC	MW	1135	1255	108
Winter	10078	ALDS	1001	B	LEC	MW	1135	1255	9000
Fall	30078	ALDS	2201	A	LEC	TR	1005	1125	80
Winter	10079	ALDS	2202	A	LEC	TR	835	955	50
Fall	30079	ALDS	2203	A	LEC	TR	1305	1425	58
Fall	30080	ALDS	2204	A	LEC	T	1435	1725	80
Fall	30081	ALDS	2604	A	LEC	M	1735	2025	108
Winter	10080	ALDS	2705	A	LEC	MW	1305	1425	84
Winter	10081	ALDS	3201	A	LEC	MW	1005	1125	58
Fall	30082	ALDS	3202	A	LEC	MW	1005	1125	69
Fall	30083	ALDS	3401	A	LEC	T	1435	1725	30
Winter	10082	ALDS	3402	A	LEC	F	1135	1425	40
Fall	30084	ALDS	3414	A	SEM	MW	1005	1125	57
Fall	30085	ALDS	3604	A	LEC	R	1435	1725	66
Fall	30086	ALDS	3900	A	IND				
Winter	10083	ALDS	3900	A	IND				
Fall	30087	ALDS	3901	A	IND				
Winter	10084	ALDS	3901	B	IND				
Fall	30088	ALDS	4206	A	PRC	T	1435	1625	34
Winter	10085	ALDS	4206	A	PRC	T	1435	1625	27
Winter	10086	ALDS	4209	A	SEM	M	1805	2055	30
Fall	30089	ALDS	4305	A	SEM	TR	1735	1855	58
Winter	10087	ALDS	4306	A	SEM	MW	1305	1455	23
Fall	30090	ALDS	4404	A	SEM	MW	1305	1425	36
Winter	10088	ALDS	4602	A	LEC	MW	1605	1725	52
Fall	30091	ALDS	4606	A	SEM	R	1135	1425	31
Fall	30092	ALDS	4801	A	LEC	W	1805	2055	31
Fall	30093	ALDS	4900	A	IND				
Winter	10089	ALDS	4900	A	IND				
Fall	30094	ALDS	4901	A	IND				
Winter	10090	ALDS	4901	B	IND				
Fall	30095	ALDS	4908	A	HON				
Winter	10091	ALDS	4908	A	HON				
Fall	30117	ANTH	1001	A	LEC	F	1135	1325	444
Fall	30118	ANTH	1001	A01	GRP	F	1335	1425	35
Fall	30119	ANTH	1001	A02	GRP	F	1335	1425	40
Fall	30120	ANTH	1001	A03	GRP	F	1335	1425	52
Fall	30121	ANTH	1001	A04	GRP	F	1335	1425	34
Fall	30122	ANTH	1001	A05	GRP	F	1335	1425	35
Fall	30123	ANTH	1001	A06	GRP				
Fall	30124	ANTH	1001	A07	GRP				
Fall	30125	ANTH	1001	A08	GRP				
Fall	30126	ANTH	1001	A09	GRP	F	1435	1525	34
Fall	30127	ANTH	1001	A10	GRP	F	1435	1525	47
Fall	30128	ANTH	1001	A11	GRP	F	1435	1525	28
Fall	30129	ANTH	1001	A12	GRP	F	1435	1525	28
Fall	30130	ANTH	1001	A13	GRP	F	1435	1525	40
Fall	30131	ANTH	1001	A14	GRP				
Fall	30132	ANTH	1001	A15	GRP				
Fall	30133	ANTH	1001	A16	GRP				
Fall	30134	ANTH	1001	B	LEC	W	1805	1955	331
Fall	30135	ANTH	1001	B01	GRP	W	2005	2055	80
Fall	30136	ANTH	1001	B02	GRP	W	2005	2055	56
Fall	30137	ANTH	1001	B03	GRP	W	2005	2055	79
Fall	30138	ANTH	1001	B04	GRP	W	2005	2055	52
Fall	30139	ANTH	1001	B05	GRP				
Fall	30140	ANTH	1001	B06	GRP				
Winter	10112	ANTH	1001	C	LEC	M	1435	1625	393
Winter	10113	ANTH	1001	C01	GRP	M	1635	1725	31
Winter	10114	ANTH	1001	C02	GRP	M	1635	1725	32
Winter	10115	ANTH	1001	C03	GRP	M	1635	1725	42
Winter	10116	ANTH	1001	C04	GRP	M	1635	1725	35
Winter	10117	ANTH	1001	C05	GRP	M	1635	1725	31
Winter	10118	ANTH	1001	C06	GRP				
Winter	10119	ANTH	1001	C07	GRP	M	1735	1825	32
Winter	10120	ANTH	1001	C08	GRP	M	1735	1825	32
Winter	10121	ANTH	1001	C09	GRP	M	1735	1825	35
Winter	10122	ANTH	1001	C10	GRP	M	1735	1825	31
Winter	10123	ANTH	1001	C11	GRP	M	1735	1825	36
Winter	10124	ANTH	1001	C12	GRP	M	1735	1825	39
Fall	30141	ANTH	1002	A	LEC	M	1805	1955	192
Fall	30142	ANTH	1002	A1	GRP	M	2005	2055	80
Fall	30143	ANTH	1002	A2	GRP				
Fall	30144	ANTH	1002	A3	GRP				
Fall	30145	ANTH	1002	A4	GRP				
Winter	10125	ANTH	1002	B	LEC	F	835	1025	285
Winter	10126	ANTH	1002	B01	GRP	F	1035	1125	48
Winter	10127	ANTH	1002	B02	GRP	F	1035	1125	30
Winter	10128	ANTH	1002	B03	GRP	F	1035	1125	32
Winter	10129	ANTH	1002	B04	GRP	F	1035	1125	34
Winter	10130	ANTH	1002	B05	GRP	F	1035	1125	40
Winter	10131	ANTH	1002	B06	GRP	F	1135	1225	52
Winter	10132	ANTH	1002	B07	GRP	F	1135	1225	34
Winter	10133	ANTH	1002	B08	GRP	F	1135	1225	28
Winter	10134	ANTH	1002	B09	GRP	F	1135	1225	36
Winter	10135	ANTH	1002	B10	GRP	F	1135	1225	40
Winter	10136	ANTH	1050	B	SEM	T	835	1125	40
Fall	30146	ANTH	2001	A	LEC	R	835	1125	79
Winter	10137	ANTH	2001	A	LEC	R	835	1125	80
Fall	30147	ANTH	2020	A	LEC	T	1135	1425	96
Fall	30148	ANTH	2040	A	LEC	T	1135	1425	78
Fall	30149	ANTH	2060	A	LEC	W	1135	1325	96
Fall	30150	ANTH	2060	A1	TUT	W	1335	1425	96
Fall	30151	ANTH	2060	A2	TUT	W	1435	1525	42
Winter	10138	ANTH	2070	B	LEC	W	1805	2055	9000
Fall	30152	ANTH	2180	A	LEC	F	1135	1425	151
Winter	10139	ANTH	2500	B	LEC	T	1435	1725	79
Winter	10140	ANTH	2510	B	LEC	T	1805	2055	79
Fall	30153	ANTH	2550	A	LEC	R	1435	1725	66
Winter	10141	ANTH	2550	B	LEC	T	1435	1555	59
Fall	30154	ANTH	2610	A	LEC				
Winter	15435	ANTH	2610	A	LEC	M	1435	1725	52
Fall	35746	ANTH	2620	A	LEC	W	1805	2055	9000
Winter	10142	ANTH	2620	B	LEC				
Winter	10143	ANTH	2660	B	LEC	M	1135	1425	66
Fall	30155	ANTH	2815	A	LEC	W	1435	1625	108
Fall	30156	ANTH	2815	A1	GRP	W	1635	1725	78
Fall	30157	ANTH	2815	A2	GRP	W	1735	1825	98
Fall	30158	ANTH	2815	A3	GRP	W	1635	1725	78
Fall	30159	ANTH	2815	A4	GRP	W	1735	1825	98
Winter	10144	ANTH	2815	B	LEC	F	835	1025	120
Winter	10145	ANTH	2815	B01	GRP	F	1035	1125	58
Winter	10146	ANTH	2815	B02	GRP	F	1135	1225	78
Winter	10147	ANTH	2815	B03	GRP	F	1035	1125	42
Winter	10148	ANTH	2815	B04	GRP	F	1135	1225	58
Fall	30160	ANTH	2815	C	LEC	M	1805	2055	133
Fall	30161	ANTH	2850	A	LEC	T	1805	2055	57
Winter	10149	ANTH	2850	B	LEC	F	835	1125	57
Fall	30162	ANTH	2915	A	TUT				
Winter	10150	ANTH	2925	B	TUT				
Fall	30163	ANTH	3005	A	LEC	W	835	1125	51
Fall	30164	ANTH	3007	A	LEC	T	1135	1425	52
Winter	10151	ANTH	3008	B	LEC	T	1135	1425	52
Winter	10152	ANTH	3020	B	LEC	M	1435	1725	78
Fall	30165	ANTH	3027	A	LEC	M	1805	2055	66
Winter	10153	ANTH	3027	B	LEC	W	1135	1425	108
Fall	30166	ANTH	3040	A	LEC	R	1805	2055	66
Winter	10154	ANTH	3045	B	LEC	R	1135	1425	96
Winter	10155	ANTH	3215	B	LEC				
Winter	10156	ANTH	3215	C	LEC	R	1435	1725	27
Winter	10157	ANTH	3215	D	LEC				
Winter	10158	ANTH	3225	D	LEC	F	835	1125	
Fall	30167	ANTH	3570	A	LEC	W	1435	1725	56
Fall	30168	ANTH	3915	A	TUT				
Winter	10159	ANTH	3925	B	TUT				
Winter	10160	ANTH	3950	B	PRC				
Fall	30169	ANTH	3999	A	WRK				
Winter	10161	ANTH	3999	A	WRK				
Fall	30170	ANTH	4020	A	SEM	W	835	1125	27
Fall	30171	ANTH	4050	A	SEM	M	835	1125	27
Fall	30172	ANTH	4100	A	FIE	W	1135	1425	23
Winter	10162	ANTH	4109	B	SEM	T	1135	1425	30
Winter	10163	ANTH	4171	A	CAP	R	1135	1425	31
Fall	30173	ANTH	4205	A	SEM	T	1135	1425	30
Winter	10164	ANTH	4215	B	SEM				
Winter	10165	ANTH	4215	C	SEM				
Winter	10166	ANTH	4225	B	SEM	F	1135	1425	30
Winter	10167	ANTH	4225	D	SEM	T	1435	1725	28
Winter	15472	ANTH	4570	B	SEM	W	835	1125	30
Fall	30174	ANTH	4590	A	SEM	M	1435	1725	30
Winter	10168	ANTH	4590	A	SEM	M	1435	1725	30
Winter	10169	ANTH	4620	B	SEM	W	1435	1725	57
Fall	30175	ANTH	4730	A	SEM	T	1435	1725	40
Winter	10170	ANTH	4730	B	SEM	M	1135	1425	9000
Fall	30176	ANTH	4900	A	RES	M	1435	1725	30
Winter	10171	ANTH	4900	A	RES	M	1435	1725	30
Fall	30177	ANTH	4900	C	RES				
Winter	10172	ANTH	4900	C	RES				
Fall	30178	ANTH	4915	A	TUT				
Winter	10173	ANTH	4925	A	TUT				
Fall	30193	ARAB	1110	A	SEM	F	835	1025	39
Fall	30193	ARAB	1110	A	SEM	TR	835	1125	39
Winter	10192	ARCC	1202	A	LEC	M	835	1125	94
Winter	10193	ARCC	2100	A	LEC	F	835	1125	102
Fall	30194	ARCC	2202	A	LEC	W	1435	1725	189
Fall	30195	ARCC	2203	A	LEC	W	835	1125	133
Fall	30196	ARCC	3202	A	LEC	R	1805	2055	98
Winter	10194	ARCC	3202	B	LEC	F	835	1125	75
Fall	30197	ARCC	3502	A	LEC	T	1135	1425	75
Winter	10195	ARCC	4207	W	LEC	M	1805	2055	30
Winter	10196	ARCC	4500	A	LEC	R	1805	2055	96
Winter	10197	ARCC	4801	A	SEM	MR	1135	1425	15
Fall	30202	ARCH	1000	A	LEC	F	835	1125	9000
Fall	30203	ARCH	2006	A	LEC	F	835	1125	120
Winter	10200	ARCH	2101	A	LEC	F	1135	1425	94
Fall	30204	ARCH	2300	A	LEC	F	835	1125	148
Winter	10201	ARCH	3601	A	LEC	T	1135	1425	75
Winter	10202	ARCH	4002	A	LEC	R	835	1125	134
Fall	30205	ARCH	4105	A	LEC	W	1435	1725	75
Fall	30206	ARCH	4200	A	LEC	T	1135	1425	75
Winter	10203	ARCH	4201	A	LEC	M	835	1125	75
Fall	30207	ARCH	4206	A	LEC	R	835	1125	75
Fall	30208	ARCH	4808	A	IND				
Winter	10204	ARCH	4808	B	IND				
Winter	10218	ARCN	1005	A	LEC	W	1135	1425	96
Winter	10219	ARCN	2105	A	LEC	W	835	1125	108
Winter	10220	ARCN	2105	A1	LAB	W	1135	1425	30
Winter	10221	ARCN	2105	A2	LAB	W	1135	1425	20
Winter	10222	ARCN	2105	A3	LAB	W	1435	1725	30
Winter	10223	ARCN	2105	A4	LAB	W	1435	1725	20
Winter	10224	ARCN	2105	A5	LAB	R	835	1125	30
Winter	10225	ARCN	2105	A6	LAB	R	835	1125	20
Fall	30221	ARCN	2106	A	LEC	W	1435	1725	133
Fall	30222	ARCN	2106	A1	LAB	W	835	1125	30
Fall	30223	ARCN	2106	A2	LAB	W	835	1125	20
Fall	30224	ARCN	2106	A3	LAB	W	1135	1425	30
Fall	30225	ARCN	2106	A4	LAB	W	1135	1425	20
Fall	30226	ARCN	2106	A5	LAB	R	835	1125	30
Fall	30227	ARCN	2106	A6	LAB	R	835	1125	20
Fall	30228	ARCN	3999	A	WRK				
Winter	10226	ARCN	3999	A	WRK				
Fall	30229	ARCN	4100	A	LEC	M	1435	1725	75
Fall	30230	ARCN	4100	A1	LAB	R	1435	1725	35
Fall	30231	ARCN	4100	A2	LAB	F	1135	1425	36
Fall	30232	ARCN	4100	A3	LAB	F	1435	1725	36
Winter	10227	ARCN	4200	A	LEC	W	835	1125	56
Winter	10228	ARCN	4200	A1	LAB	W	1135	1425	35
Winter	10229	ARCN	4200	A2	LAB	W	1435	1725	35
Fall	30237	ARCS	1005	A	STU	MR	1205	1455	105
Winter	10235	ARCS	1105	A	STU	MR	1205	1555	105
Fall	30238	ARCS	2105	A	STU	M	905	1655	65
Fall	30238	ARCS	2105	A	STU	R	1205	1655	65
Fall	30239	ARCS	2105	B	STU	M	905	1655	65
Fall	30239	ARCS	2105	B	STU	R	1205	1655	65
Fall	30240	ARCS	2105	C	STU	M	905	1655	65
Fall	30240	ARCS	2105	C	STU	R	1205	1655	65
Fall	30241	ARCS	2105	D	STU	M	905	1655	65
Fall	30241	ARCS	2105	D	STU	R	1205	1655	65
Fall	30242	ARCS	2105	E	STU				
Winter	10236	ARCS	2106	A	STU	M	905	1655	65
Winter	10236	ARCS	2106	A	STU	R	1205	1655	65
Winter	10237	ARCS	2106	B	STU	M	905	1655	65
Winter	10237	ARCS	2106	B	STU	R	1205	1655	65
Winter	10238	ARCS	2106	C	STU	M	905	1655	65
Winter	10238	ARCS	2106	C	STU	R	1205	1655	65
Winter	10239	ARCS	2106	D	STU	M	905	1655	65
Winter	10239	ARCS	2106	D	STU	R	1205	1655	65
Winter	10240	ARCS	2106	E	STU				
Winter	10241	ARCS	2302	A	STU	MR	1205	1555	14
Fall	30243	ARCS	2303	F	LEC	MR	1205	1555	65
Winter	10242	ARCS	2304	A	STU	MR	1205	1555	65
Fall	30244	ARCS	3105	A	STU	M	905	1655	54
Fall	30244	ARCS	3105	A	STU	R	1205	1655	54
Fall	30245	ARCS	3105	B	STU				
Fall	30246	ARCS	3105	C	STU				
Fall	30247	ARCS	3105	D	STU				
Fall	30248	ARCS	3105	E	STU				
Winter	10243	ARCS	3107	A	STU	MR	1205	1555	25
Winter	10244	ARCS	3107	B	STU	MR	1205	1555	54
Winter	10245	ARCS	3107	C	STU	MR	1205	1555	54
Winter	10246	ARCS	3107	D	STU	MR	1205	1555	54
Winter	10247	ARCS	3107	E	STU				
Fall	30249	ARCS	3301	F	STU	MR	1205	1555	20
Winter	10248	ARCS	3302	W	STU	MR	1205	1555	20
Fall	30250	ARCS	3304	A	STU	MR	1205	1555	15
Winter	10249	ARCS	3306	A	STU	MR	1205	1555	15
Winter	10250	ARCS	3306	B	STU	TF	1205	1555	15
Fall	30251	ARCS	4105	A	STU	F	1205	1655	75
Fall	30251	ARCS	4105	A	STU	T	905	1655	75
Fall	30252	ARCS	4105	B	STU	F	1205	1655	75
Fall	30252	ARCS	4105	B	STU	T	905	1655	75
Fall	30253	ARCS	4105	C	STU	F	1205	1655	75
Fall	30253	ARCS	4105	C	STU	T	905	1655	75
Fall	30254	ARCS	4105	D	STU	F	1205	1655	75
Fall	30254	ARCS	4105	D	STU	T	905	1655	75
Fall	30255	ARCS	4105	E	STU	F	1205	1655	75
Fall	30255	ARCS	4105	E	STU	T	905	1655	75
Fall	30256	ARCS	4105	F	STU	F	1205	1655	75
Fall	30256	ARCS	4105	F	STU	T	905	1655	75
Winter	10251	ARCS	4107	A	STU	TF	1205	1555	75
Winter	10252	ARCS	4107	B	STU	TF	1205	1555	75
Winter	10253	ARCS	4107	C	STU	TF	1205	1555	75
Winter	10254	ARCS	4107	D	STU	TF	1205	1555	75
Winter	10255	ARCS	4107	E	STU	TF	1205	1555	75
Fall	30257	ARCS	4301	A	STU	F	1205	1655	75
Fall	30257	ARCS	4301	A	STU	T	905	1655	75
Fall	30258	ARCS	4301	B	STU	F	1205	1655	75
Fall	30258	ARCS	4301	B	STU	T	905	1655	75
Fall	30259	ARCS	4301	C	STU	F	1205	1655	75
Fall	30259	ARCS	4301	C	STU	T	905	1655	75
Fall	30260	ARCS	4301	D	STU	F	1205	1655	75
Fall	30260	ARCS	4301	D	STU	T	905	1655	75
Fall	30261	ARCS	4301	E	STU	F	1205	1655	75
Fall	30261	ARCS	4301	E	STU	T	905	1655	75
Fall	30262	ARCS	4301	F	STU	F	1205	1655	75
Fall	30262	ARCS	4301	F	STU	T	905	1655	75
Winter	10256	ARCS	4302	A	STU	TF	1205	1555	75
Winter	10257	ARCS	4302	B	STU	TF	1205	1555	75
Winter	10258	ARCS	4302	C	STU	TF	1205	1555	75
Winter	10259	ARCS	4302	D	STU	TF	1205	1555	75
Winter	10260	ARCS	4302	E	STU	TF	1205	1555	75
Winter	10267	ARCU	3100	A	LEC	T	1805	1955	96
Winter	10268	ARCU	3100	A1	TUT	T	1705	1755	35
Winter	10269	ARCU	3100	A2	TUT	T	1705	1755	25
Winter	10270	ARCU	3100	A3	TUT	T	2005	2055	41
Winter	10271	ARCU	3100	A4	TUT	T	1605	1655	25
Winter	10272	ARCU	4103	A	LEC	W	1135	1425	75
Winter	10273	ARCU	4700	A	LEC	T	835	1125	75
Fall	30266	ARCU	4801	A	SEM	W	1435	1725	15
Fall	30267	ARCY	1008	A	LEC	WF	1005	1125	9000
Winter	10274	ARCY	1009	B	LEC	TR	1305	1425	134
Fall	30268	ARTH	1100	A	LEC	W	1235	1425	348
Fall	30269	ARTH	1100	A01	TUT	F	1335	1425	39
Fall	30270	ARTH	1100	A02	TUT	F	1335	1425	40
Fall	30271	ARTH	1100	A03	TUT	F	835	925	32
Fall	30272	ARTH	1100	A04	TUT	F	835	925	52
Fall	30273	ARTH	1100	A05	TUT	W	2005	2055	27
Fall	30274	ARTH	1100	A06	TUT	W	2005	2055	27
Fall	30275	ARTH	1100	A07	TUT	W	1905	1955	27
Fall	30276	ARTH	1100	A08	TUT	W	1905	1955	32
Fall	30277	ARTH	1100	A09	TUT	F	1635	1725	27
Fall	30278	ARTH	1100	A10	TUT	F	1635	1725	32
Winter	10275	ARTH	1101	B	LEC	R	935	1125	386
Winter	10276	ARTH	1101	B01	TUT	F	935	1025	32
Winter	10277	ARTH	1101	B02	TUT	F	935	1025	40
Winter	10278	ARTH	1101	B03	TUT	R	1135	1225	42
Winter	10279	ARTH	1101	B04	TUT	R	1135	1225	40
Winter	10280	ARTH	1101	B05	TUT	M	1805	1855	40
Winter	10281	ARTH	1101	B06	TUT	M	1805	1855	27
Winter	10282	ARTH	1101	B07	TUT	M	1805	1855	27
Winter	10283	ARTH	1101	B08	TUT	R	1905	1955	27
Winter	10284	ARTH	1101	B09	TUT	R	1905	1955	40
Winter	10285	ARTH	1101	B10	TUT	R	1905	1955	32
Fall	30279	ARTH	1200	A	LEC				9000
Fall	30280	ARTH	1200	A01	TUT	F	1335	1425	69
Fall	30281	ARTH	1200	A02	TUT	F	1435	1525	69
Fall	30282	ARTH	1200	A03	TUT	F	1535	1625	69
Fall	30283	ARTH	1200	A04	TUT	R	1435	1525	83
Fall	30284	ARTH	1200	A05	TUT	R	1535	1625	83
Fall	30285	ARTH	1200	A06	TUT	R	1635	1725	83
Winter	10286	ARTH	1201	B	LEC	T	835	1025	386
Winter	10287	ARTH	1201	B01	TUT	W	1435	1525	27
Winter	10288	ARTH	1201	B02	TUT	W	1435	1525	52
Winter	10289	ARTH	1201	B03	TUT	W	1435	1525	32
Winter	10290	ARTH	1201	B04	TUT	W	835	925	27
Winter	10291	ARTH	1201	B05	TUT	W	835	925	27
Winter	10292	ARTH	1201	B06	TUT	W	835	925	32
Winter	10293	ARTH	1201	B07	TUT	W	1805	1855	27
Winter	10294	ARTH	1201	B08	TUT	W	1805	1855	32
Winter	10295	ARTH	1201	B09	TUT	R	1805	1855	40
Winter	10296	ARTH	1201	B10	TUT	R	1805	1855	83
Fall	30286	ARTH	2002	A	LEC	R	835	1125	52
Fall	30287	ARTH	2005	A	LEC	T	1805	2055	9000
Winter	10297	ARTH	2009	B	LEC	R	1135	1425	27
Winter	10298	ARTH	2106	B	LEC	R	1435	1725	52
Fall	30288	ARTH	2107	A	LEC	R	1435	1725	51
Winter	10299	ARTH	2108	B	LEC	WF	1135	1255	52
Winter	10300	ARTH	2300	B	LEC	M	1135	1425	52
Fall	30289	ARTH	2310	A	LEC	TR	1005	1125	9000
Fall	30290	ARTH	2404	A	LEC	M	1805	2055	83
Winter	10301	ARTH	2502	B	LEC	TR	1135	1255	52
Winter	10302	ARTH	2510	B	LEC				9000
Winter	10303	ARTH	2510	B01	GRP	M	1005	1125	40
Winter	10304	ARTH	2510	B02	GRP	W	1605	1725	32
Fall	30291	ARTH	2600	A	LEC	W	1135	1425	83
Winter	10305	ARTH	2601	B	LEC	T	1435	1725	83
Fall	30292	ARTH	2710	A	LEC	W	835	1225	35
Winter	10306	ARTH	3000	B	LEC				
Winter	10307	ARTH	3002	B	LEC	R	835	1125	134
Fall	30293	ARTH	3102	A	LEC	TR	1135	1255	9000
Winter	10308	ARTH	3105	B	LEC	T	1135	1425	94
Winter	10309	ARTH	3107	B	SEM	W	1135	1425	42
Winter	10310	ARTH	3108	B	SEM	T	1435	1725	32
Fall	30294	ARTH	3808	A	LEC	T	1135	1425	27
Fall	30295	ARTH	3809	A	SEM	W	1435	1725	39
Winter	10311	ARTH	3809	B	SEM	R	1335	1725	83
Winter	10312	ARTH	3809	C	LEC	M	1805	2055	32
Winter	10313	ARTH	3809	D	LEC	W	835	1125	40
